preamble,stimulus,item,category,"score (sum, mean, [list)",params,model
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a duck is",absent.,duck,bird,"[-4.34375, -4.28125, -4.1875, -4.359375, -5.21875, -4.515625, -4.375, -5.0625, -5.421875, -5.09375, -5.34375, -5.0625, -4.1875, -5.03125, -4.984375, -4.625, -4.6875, -4.46875, -5.34375, -4.3125, -4.78125, -4.78125, -5.0, -3.96875, -4.75, -4.84375, -4.625, -4.625, -5.203125, -4.609375, -4.625, -4.515625, -4.421875, -5.03125, -5.125, -5.234375, -5.1875, -4.5625, -4.90625, -5.3125, -5.0, -5.5625, -5.4375, -4.109375, -4.84375, -4.40625, -5.0, -4.6875, -4.625, -4.625]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a eagle is",absent.,eagle,bird,"[-3.9375, -4.265625, -4.28125, -4.09375, -4.140625, -4.234375, -4.0, -4.265625, -4.375, -4.1875, -3.609375, -4.375, -4.125, -3.71875, -4.671875, -4.875, -4.015625, -4.875, -3.90625, -4.28125, -4.5625, -4.015625, -4.96875, -4.3125, -4.3125, -3.875, -4.3125, -4.109375, -5.03125, -4.6875, -4.234375, -4.625, -4.34375, -4.71875, -4.25, -4.625, -4.359375, -4.28125, -3.90625, -3.90625, -3.9375, -4.8125, -4.0, -4.46875, -3.921875, -4.875, -4.578125, -4.21875, -4.171875, -4.03125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a stork is",absent.,stork,bird,"[-4.765625, -4.71875, -4.9375, -4.15625, -4.859375, -4.75, -4.15625, -4.96875, -4.71875, -4.875, -4.28125, -4.796875, -4.40625, -4.703125, -3.90625, -4.90625, -4.4375, -4.40625, -5.15625, -4.5, -5.21875, -4.90625, -4.21875, -4.15625, -4.3125, -4.875, -5.296875, -5.09375, -4.5625, -4.8125, -4.53125, -4.34375, -4.9375, -4.8125, -4.625, -4.5625, -4.734375, -4.875, -4.75, -5.09375, -4.34375, -5.0625, -4.375, -4.9375, -4.125, -5.0, -4.734375, -5.0, -5.40625, -4.71875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a dove is",absent.,dove,bird,"[-4.140625, -5.578125, -4.296875, -5.125, -4.78125, -4.65625, -4.625, -4.1875, -4.625, -4.9375, -5.0, -4.75, -4.625, -4.09375, -4.765625, -5.46875, -4.71875, -4.0625, -4.96875, -4.609375, -4.421875, -4.65625, -4.8125, -4.75, -4.703125, -4.75, -4.9375, -4.453125, -5.0, -4.375, -5.0625, -3.71875, -4.578125, -4.84375, -4.375, -4.609375, -4.5625, -4.125, -4.71875, -4.53125, -4.171875, -5.296875, -4.625, -5.0, -4.65625, -5.0, -4.46875, -4.21875, -4.875, -4.9375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a owl is",absent.,owl,bird,"[-4.125, -4.59375, -5.03125, -4.6875, -4.75, -4.3125, -4.28125, -4.5625, -4.34375, -3.875, -4.5, -3.28125, -4.375, -4.8125, -4.25, -4.40625, -4.796875, -4.375, -4.0, -4.25, -3.75, -4.34375, -4.25, -4.6875, -4.28125, -3.875, -3.59375, -3.96875, -4.078125, -3.90625, -3.6875, -4.625, -4.53125, -4.3125, -4.4375, -4.28125, -4.078125, -3.875, -4.34375, -4.03125, -4.40625, -3.6875, -4.0625, -4.03125, -4.5625, -4.0, -4.515625, -4.0625, -4.28125, -4.46875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a lark is",absent.,lark,bird,"[-4.71875, -4.59375, -4.875, -4.1875, -4.34375, -4.1875, -4.296875, -3.90625, -4.25, -4.28125, -3.9375, -4.328125, -4.46875, -4.28125, -4.34375, -4.0, -4.375, -4.03125, -4.3125, -3.5625, -4.1875, -4.140625, -4.46875, -4.390625, -4.859375, -4.640625, -4.21875, -4.1875, -4.1875, -4.125, -4.6875, -3.90625, -3.625, -4.21875, -4.15625, -3.984375, -4.625, -3.46875, -4.0, -3.984375, -4.5625, -4.40625, -4.6875, -4.21875, -4.34375, -4.53125, -4.34375, -3.71875, -4.40625, -4.765625]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a crane is",absent.,crane,bird,"[-4.21875, -4.65625, -4.3125, -3.84375, -3.65625, -4.375, -4.390625, -3.75, -3.65625, -4.40625, -5.0, -4.015625, -3.890625, -3.625, -3.96875, -5.4375, -4.4375, -4.625, -4.03125, -4.046875, -4.15625, -3.5, -4.328125, -4.21875, -4.5, -3.515625, -4.296875, -4.703125, -4.734375, -4.453125, -4.09375, -4.015625, -4.921875, -4.640625, -4.65625, -5.34375, -3.90625, -4.9375, -4.5625, -4.40625, -4.1875, -4.296875, -4.3125, -4.375, -4.125, -4.28125, -5.28125, -4.125, -4.609375, -4.5]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a blackbird is",absent.,blackbird,bird,"[-4.34375, -4.0, -4.171875, -3.9375, -3.3125, -3.953125, -3.671875, -4.09375, -4.28125, -3.25, -4.09375, -3.65625, -4.0625, -4.25, -3.765625, -3.765625, -4.640625, -4.28125, -4.84375, -5.046875, -4.375, -4.3125, -3.890625, -4.3125, -3.3125, -3.90625, -4.078125, -4.15625, -4.0, -4.09375, -4.53125, -3.96875, -3.90625, -4.046875, -3.71875, -3.890625, -3.71875, -3.46875, -4.09375, -3.953125, -3.953125, -3.703125, -4.03125, -4.09375, -4.328125, -3.890625, -3.875, -3.75, -4.03125, -4.03125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove and owl. In the list a condor is",absent.,condor,bird,"[-4.109375, -4.703125, -4.6875, -4.140625, -4.21875, -4.484375, -4.703125, -4.6875, -4.90625, -4.59375, -4.1875, -4.15625, -4.375, -4.65625, -4.25, -4.25, -4.046875, -4.859375, -4.375, -4.375, -4.28125, -3.9375, -3.984375, -4.15625, -4.625, -3.9375, -4.875, -3.625, -4.46875, -4.125, -4.265625, -5.1875, -4.765625, -4.625, -4.75, -4.40625, -3.84375, -4.25, -4.34375, -4.21875, -4.921875, -4.234375, -3.59375, -4.625, -4.453125, -4.5625, -4.6875, -4.3125, -4.484375, -4.1875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a raven is",absent.,raven,bird,"[-4.515625, -4.46875, -4.421875, -4.15625, -4.421875, -4.40625, -4.25, -4.296875, -4.6875, -4.0625, -4.53125, -4.453125, -4.9375, -4.28125, -4.65625, -4.28125, -4.296875, -4.28125, -4.59375, -4.25, -4.40625, -4.6875, -3.8125, -4.6875, -4.25, -4.6875, -4.65625, -4.234375, -5.21875, -4.375, -4.4375, -3.6875, -4.21875, -4.15625, -5.109375, -4.28125, -4.875, -4.578125, -4.421875, -4.515625, -3.9375, -4.59375, -4.75, -4.703125, -4.46875, -4.71875, -4.15625, -4.4375, -3.9375, -4.453125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a goldfinch is",absent.,goldfinch,bird,"[-4.421875, -4.4375, -4.328125, -4.21875, -4.53125, -4.4375, -3.859375, -4.078125, -4.078125, -4.21875, -4.28125, -4.203125, -4.5625, -3.984375, -3.90625, -4.0, -4.34375, -4.265625, -4.3125, -4.0625, -4.296875, -4.828125, -4.28125, -3.78125, -4.125, -3.359375, -3.8125, -4.890625, -4.0, -4.265625, -4.40625, -4.71875, -3.90625, -4.140625, -4.09375, -4.4375, -3.453125, -3.96875, -3.9375, -3.84375, -4.84375, -3.8125, -4.34375, -4.25, -4.34375, -4.6875, -4.90625, -4.875, -4.265625, -3.53125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a robin is",absent.,robin,bird,"[-4.34375, -4.59375, -4.265625, -4.15625, -3.84375, -4.9375, -4.1875, -4.53125, -3.875, -4.09375, -4.5625, -4.09375, -3.84375, -4.5, -4.0625, -4.59375, -4.09375, -4.09375, -4.859375, -4.875, -4.09375, -4.15625, -4.21875, -3.8125, -3.9375, -4.1875, -3.46875, -4.0, -4.171875, -4.40625, -4.234375, -4.5625, -4.625, -4.359375, -3.84375, -4.59375, -4.125, -4.6875, -4.625, -4.34375, -4.84375, -4.625, -4.28125, -4.21875, -4.3125, -4.15625, -4.21875, -3.703125, -4.0, -4.28125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a swan is",absent.,swan,bird,"[-4.25, -4.390625, -4.28125, -4.75, -4.0, -4.265625, -4.90625, -4.71875, -5.03125, -4.859375, -4.25, -4.53125, -4.671875, -4.515625, -4.71875, -4.265625, -4.53125, -4.4453125, -4.34375, -3.84375, -4.5, -4.65625, -5.234375, -5.125, -5.1875, -4.625, -4.59375, -4.8125, -4.21875, -4.8125, -4.296875, -3.90625, -5.0, -4.78125, -4.828125, -4.28125, -4.734375, -4.125, -5.125, -4.328125, -4.96875, -4.65625, -3.84375, -3.453125, -4.0625, -5.03125, -5.03125, -4.5625, -4.4375, -4.453125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a bluebird is",absent.,bluebird,bird,"[-4.375, -4.4375, -4.125, -4.78125, -3.71875, -4.90625, -4.15625, -3.96875, -4.0, -4.0625, -4.359375, -4.015625, -4.40625, -3.984375, -3.578125, -4.40625, -4.28125, -4.6875, -4.09375, -4.3125, -4.46875, -4.125, -4.3125, -3.65625, -4.40625, -4.21875, -4.28125, -4.5625, -3.828125, -4.3125, -4.109375, -4.75, -4.515625, -4.09375, -4.03125, -4.453125, -3.734375, -3.9375, -5.015625, -3.78125, -4.125, -5.125, -4.09375, -4.03125, -4.109375, -3.765625, -3.578125, -4.03125, -3.796875, -4.171875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a catbird is",absent.,catbird,bird,"[-4.0390625, -4.1875, -4.203125, -4.25, -4.359375, -4.015625, -4.046875, -4.71875, -4.03125, -3.875, -4.484375, -4.546875, -4.40625, -3.875, -4.140625, -4.40625, -3.875, -4.09375, -4.484375, -3.6875, -4.265625, -4.25, -3.96875, -4.125, -4.5625, -4.421875, -3.5, -5.15625, -4.75, -4.375, -4.515625, -3.875, -4.140625, -4.21875, -4.375, -3.734375, -4.453125, -4.75, -3.921875, -4.625, -4.40625, -4.0, -3.90625, -4.03125, -3.921875, -3.921875, -4.25, -4.65625, -4.1875, -4.5]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a finch is",absent.,finch,bird,"[-4.296875, -4.421875, -4.34375, -4.484375, -4.5, -4.4375, -4.25, -4.96875, -4.09375, -4.15625, -4.875, -4.5625, -3.84375, -3.625, -4.03125, -4.328125, -4.359375, -4.28125, -5.0625, -4.609375, -4.640625, -5.265625, -4.578125, -4.625, -4.421875, -4.171875, -4.375, -4.609375, -4.21875, -4.6484375, -3.90625, -4.484375, -4.359375, -4.71875, -4.78125, -4.34375, -4.25, -3.875, -4.765625, -4.78125, -5.96875, -4.59375, -3.953125, -4.359375, -4.3125, -3.8125, -3.6875, -5.40625, -4.921875, -4.28125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a goose is",absent.,goose,bird,"[-4.984375, -4.625, -4.28125, -4.6875, -4.375, -4.921875, -4.40625, -3.90625, -4.609375, -4.21875, -4.34375, -4.0, -4.34375, -4.46875, -4.59375, -4.78125, -3.609375, -4.875, -4.484375, -4.59375, -4.6875, -4.5625, -4.625, -4.125, -4.1875, -4.78125, -4.5625, -4.515625, -4.03125, -4.609375, -4.5, -4.21875, -5.1875, -4.671875, -5.21875, -4.53125, -5.015625, -4.625, -5.09375, -4.28125, -3.984375, -4.21875, -4.734375, -3.796875, -4.0, -4.375, -4.3125, -4.875, -4.46875, -4.6875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a swallow is",absent.,swallow,bird,"[-4.015625, -4.71875, -4.3125, -4.171875, -4.953125, -3.953125, -4.65625, -4.25, -4.28125, -4.625, -4.296875, -4.078125, -5.09375, -3.9375, -4.171875, -4.0625, -4.390625, -4.984375, -4.265625, -3.875, -3.890625, -4.59375, -4.65625, -4.109375, -4.140625, -3.984375, -4.5, -4.125, -4.40625, -4.71875, -4.921875, -4.0, -4.453125, -4.6484375, -4.40625, -4.03125, -4.34375, -4.46875, -4.71875, -4.71875, -4.40625, -4.53125, -4.125, -4.625, -4.46875, -4.5625, -4.625, -3.484375, -4.828125, -4.34375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a toucan is",absent.,toucan,bird,"[-4.4375, -3.546875, -4.4375, -4.0, -4.296875, -3.859375, -3.84375, -4.21875, -3.921875, -4.171875, -4.484375, -4.609375, -3.8125, -4.6875, -3.75, -4.3125, -4.0, -4.5, -3.765625, -3.875, -3.375, -4.03125, -4.4375, -4.15625, -4.390625, -4.1875, -3.65625, -4.328125, -4.0, -4.40625, -4.34375, -4.25, -3.875, -4.375, -4.375, -3.953125, -4.640625, -4.125, -4.171875, -4.953125, -3.984375, -4.28125, -4.28125, -4.4375, -4.375, -3.953125, -4.15625, -3.515625, -3.734375, -4.328125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a mockingbird is",absent.,mockingbird,bird,"[-4.078125, -3.96875, -3.75, -4.3125, -3.71875, -4.46875, -4.4375, -4.875, -4.5, -4.140625, -4.6875, -3.765625, -3.53125, -4.125, -4.265625, -4.0, -4.40625, -3.96875, -3.96875, -4.84375, -4.71875, -4.640625, -3.46875, -4.3125, -4.09375, -3.9375, -3.5, -4.03125, -4.46875, -4.34375, -4.1875, -4.65625, -3.984375, -3.96875, -4.25, -3.921875, -4.25, -3.984375, -4.78125, -4.40625, -4.125, -4.15625, -4.359375, -4.359375, -4.03125, -3.84375, -3.96875, -4.15625, -3.9375, -4.34375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a buzzard is",absent.,buzzard,bird,"[-4.0, -4.71875, -4.03125, -4.71875, -4.671875, -4.484375, -4.578125, -4.3125, -4.1875, -4.4375, -4.59375, -3.859375, -3.984375, -4.53125, -4.375, -4.0625, -4.234375, -3.71875, -4.125, -4.390625, -3.71875, -4.0625, -4.375, -3.90625, -4.1875, -4.5, -4.5625, -4.3125, -4.90625, -4.71875, -4.8125, -4.125, -4.1875, -4.75, -3.84375, -5.09375, -5.0625, -4.546875, -4.625, -4.015625, -4.4375, -4.078125, -4.40625, -3.59375, -3.953125, -3.75, -4.5, -3.734375, -4.328125, -3.34375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a hummingbird is",absent.,hummingbird,bird,"[-4.234375, -4.015625, -4.484375, -3.390625, -4.375, -4.65625, -4.015625, -3.65625, -4.078125, -4.5, -4.46875, -4.125, -3.921875, -4.3125, -4.09375, -4.25, -4.390625, -4.5, -3.9375, -3.96875, -4.40625, -4.78125, -4.046875, -4.390625, -4.203125, -4.15625, -4.390625, -4.40625, -4.125, -4.5, -4.875, -4.828125, -3.875, -4.6875, -4.75, -4.4375, -4.40625, -4.21875, -4.5, -4.1875, -3.546875, -4.5, -4.015625, -4.453125, -4.0625, -4.15625, -3.4375, -4.40625, -4.59375, -4.0625]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a flamingo is",absent.,flamingo,bird,"[-4.21875, -4.5, -3.953125, -4.046875, -4.8359375, -4.203125, -4.59375, -4.171875, -3.34375, -4.140625, -3.859375, -3.9375, -3.984375, -4.09375, -4.4375, -4.078125, -4.109375, -4.09375, -4.21875, -4.9375, -4.28125, -4.609375, -4.171875, -4.0625, -4.046875, -4.875, -4.625, -3.734375, -4.8125, -3.578125, -3.59375, -3.96875, -4.3125, -4.234375, -3.734375, -4.375, -4.3125, -4.28125, -4.5625, -4.0, -3.875, -4.171875, -3.765625, -4.21875, -4.203125, -4.0625, -4.203125, -4.3125, -3.953125, -4.40625]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a oriole is",absent.,oriole,bird,"[-4.75, -4.234375, -4.53125, -4.46875, -3.921875, -3.90625, -4.9375, -4.015625, -4.28125, -4.375, -4.546875, -4.90625, -4.4375, -3.953125, -4.59375, -4.8125, -4.109375, -4.5, -4.09375, -4.65625, -4.40625, -4.421875, -4.96875, -4.984375, -4.25, -4.046875, -4.34375, -4.1875, -4.375, -4.4375, -4.15625, -4.4375, -4.859375, -4.34375, -3.953125, -3.78125, -4.0, -4.578125, -4.5, -4.46875, -3.625, -4.90625, -4.3125, -4.0, -4.25, -4.75, -4.65625, -4.0, -3.984375, -4.6875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a pheasant is",absent.,pheasant,bird,"[-4.453125, -3.78125, -4.15625, -4.5, -4.5625, -4.5, -4.484375, -4.265625, -4.4375, -4.53125, -4.515625, -4.0625, -4.1875, -4.421875, -5.609375, -4.53125, -3.90625, -4.5625, -4.65625, -4.46875, -4.515625, -4.78125, -5.15625, -4.25, -4.671875, -3.96875, -4.5, -4.28125, -4.375, -4.15625, -4.140625, -4.46875, -4.640625, -4.484375, -4.25, -4.625, -4.765625, -4.25, -4.6875, -4.21875, -4.59375, -5.03125, -4.6875, -4.65625, -4.1875, -4.296875, -4.078125, -4.53125, -4.1875, -4.09375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture, starling, redbird, peacock, crow, emu, seagull, bat, cardinal, egret, sparrow, parrot, canary, turkey, wren, duck, eagle, stork, dove, owl, lark and crane. In the list a woodpecker is",absent.,woodpecker,bird,"[-4.1875, -4.34375, -4.484375, -4.46875, -4.34375, -4.53125, -4.28125, -4.4375, -4.796875, -3.96875, -4.578125, -4.375, -4.6875, -4.421875, -3.921875, -4.0625, -4.15625, -4.09375, -3.875, -3.953125, -4.8125, -4.015625, -5.09375, -4.046875, -4.09375, -4.484375, -4.40625, -4.3125, -4.0625, -4.46875, -4.15625, -4.21875, -3.828125, -4.421875, -3.71875, -4.359375, -4.234375, -4.421875, -4.03125, -4.109375, -4.375, -4.21875, -4.25, -4.65625, -4.1875, -4.71875, -4.5, -3.765625, -4.5625, -3.8125]",124439808,gpt2
